"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2001"	"2001"	"Female"	"F"	65	1376845	4.7
	"Arkansas"	"05"	"2001"	"2001"	"Male"	"M"	341	1314726	25.9
	"Arkansas"	"05"	"2002"	"2002"	"Female"	"F"	64	1383239	4.6
	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	374	1322688	28.3
	"Arkansas"	"05"	"2003"	"2003"	"Female"	"F"	53	1391523	3.8
	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	351	1333293	26.3
	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	59	1403048	4.2
	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	341	1346638	25.3
	"Arkansas"	"05"	"2005"	"2005"	"Female"	"F"	87	1418295	6.1
	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	350	1362802	25.7
	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	53	1438428	3.7
	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	371	1383333	26.8
	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	69	1451358	4.8
	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	354	1397292	25.3
	"Arkansas"	"05"	"2008"	"2008"	"Female"	"F"	71	1464220	4.8
	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	373	1410334	26.4
	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	61	1475013	4.1
	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	402	1421830	28.3
	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	67	1484281	4.5
	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	350	1431637	24.4
	"Arkansas"	"05"	"2011"	"2011"	"Female"	"F"	75	1495629	5.0
	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	383	1443864	26.5
	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	70	1501133	4.7
	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	415	1449552	28.6
	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	75	1505511	5.0
	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	424	1453152	29.2
	"Arkansas"	"05"	"2014"	"2014"	"Female"	"F"	92	1509758	6.1
	"Arkansas"	"05"	"2014"	"2014"	"Male"	"M"	404	1457154	27.7
	"Arkansas"	"05"	"2015"	"2015"	"Female"	"F"	100	1515009	6.6
	"Arkansas"	"05"	"2015"	"2015"	"Male"	"M"	417	1462844	28.5
	"Arkansas"	"05"	"2016"	"2016"	"Female"	"F"	102	1520375	6.7
	"Arkansas"	"05"	"2016"	"2016"	"Male"	"M"	433	1467873	29.5
	"California"	"06"	"1999"	"1999"	"Female"	"F"	404	16800161	2.4
	"California"	"06"	"1999"	"1999"	"Male"	"M"	2586	16699043	15.5
	"California"	"06"	"2000"	"2000"	"Female"	"F"	393	16996756	2.3
	"California"	"06"	"2000"	"2000"	"Male"	"M"	2653	16874892	15.7
	"California"	"06"	"2001"	"2001"	"Female"	"F"	388	17294223	2.2
	"California"	"06"	"2001"	"2001"	"Male"	"M"	2754	17185235	16.0
	"California"	"06"	"2002"	"2002"	"Female"	"F"	405	17498462	2.3
	"California"	"06"	"2002"	"2002"	"Male"	"M"	2955	17373381	17.0
	"California"	"06"	"2003"	"2003"	"Female"	"F"	376	17709509	2.1
	"California"	"06"	"2003"	"2003"	"Male"	"M"	3012	17543650	17.2
	"California"	"06"	"2004"	"2004"	"Female"	"F"	361	17871415	2.0
	"California"	"06"	"2004"	"2004"	"Male"	"M"	2879	17703161	16.3
	"California"	"06"	"2005"	"2005"	"Female"	"F"	349	17996230	1.9
	"California"	"06"	"2005"	"2005"	"Male"	"M"	3019	17831713	16.9
	"California"	"06"	"2006"	"2006"	"Female"	"F"	362	18097471	2.0
	"California"	"06"	"2006"	"2006"	"Male"	"M"	2914	17923731	16.3
	"California"	"06"	"2007"	"2007"	"Female"	"F"	377	18214926	2.1
	"California"	"06"	"2007"	"2007"	"Male"	"M"	2811	18035385	15.6
	"California"	"06"	"2008"	"2008"	"Female"	"F"	353	18396972	1.9
	"California"	"06"	"2008"	"2008"	"Male"	"M"	2748	18207365	15.1
	"California"	"06"	"2009"	"2009"	"Female"	"F"	332	18583075	1.8
	"California"	"06"	"2009"	"2009"	"Male"	"M"	2695	18378154	14.7
	"California"	"06"	"2010"	"2010"	"Female"	"F"	352	18736126	1.9
	"California"	"06"	"2010"	"2010"	"Male"	"M"	2519	18517830	13.6
	"California"	"06"	"2011"	"2011"	"Female"	"F"	360	18957740	1.9
	"California"	"06"	"2011"	"2011"	"Male"	"M"	2561	18719121	13.7
	"California"	"06"	"2012"	"2012"	"Female"	"F"	343	19126306	1.8
	"California"	"06"	"2012"	"2012"	"Male"	"M"	2613	18884768	13.8
	"California"	"06"	"2013"	"2013"	"Female"	"F"	351	19295514	1.8
	"California"	"06"	"2013"	"2013"	"Male"	"M"	2578	19039689	13.5
	"California"	"06"	"2014"	"2014"	"Female"	"F"	337	19468191	1.7
	"California"	"06"	"2014"	"2014"	"Male"	"M"	2516	19212619	13.1
	"California"	"06"	"2015"	"2015"	"Female"	"F"	332	19625528	1.7
	"California"	"06"	"2015"	"2015"	"Male"	"M"	2660	19368412	13.7
	"California"	"06"	"2016"	"2016"	"Female"	"F"	362	19756656	1.8
	"California"	"06"	"2016"	"2016"	"Male"	"M"	2748	19493361	14.1
	"Colorado"	"08"	"1999"	"1999"	"Female"	"F"	73	2101358	3.5
	"Colorado"	"08"	"1999"	"1999"	"Male"	"M"	373	2124660	17.6
	"Colorado"	"08"	"2000"	"2000"	"Female"	"F"	75	2135278	3.5
	"Colorado"	"08"	"2000"	"2000"	"Male"	"M"	365	2165983	16.9
	"Colorado"	"08"	"2001"	"2001"	"Female"	"F"	77	2195705	3.5
	"Colorado"	"08"	"2001"	"2001"	"Male"	"M"	426	2229982	19.1
	"Colorado"	"08"	"2002"	"2002"	"Female"	"F"	78	2228665	3.5
	"Colorado"	"08"	"2002"	"2002"	"Male"	"M"	430	2261741	19.0
	"Colorado"	"08"	"2003"	"2003"	"Female"	"F"	71	2253214	3.2
	"Colorado"	"08"	"2003"	"2003"	"Male"	"M"	420	2275518	18.5
	"Colorado"	"08"	"2004"	"2004"	"Female"	"F"	83	2274511	3.6
	"Colorado"	"08"	"2004"	"2004"	"Male"	"M"	459	2300502	20.0
	"Colorado"	"08"	"2005"	"2005"	"Female"	"F"	72	2308238	3.1
	"Colorado"	"08"	"2005"	"2005"	"Male"	"M"	453	2323650	19.5
	"Colorado"	"08"	"2006"	"2006"	"Female"	"F"	88	2352960	3.7
	"Colorado"	"08"	"2006"	"2006"	"Male"	"M"	401	2367463	16.9
	"Colorado"	"08"	"2007"	"2007"	"Female"	"F"	64	2396433	2.7
	"Colorado"	"08"	"2007"	"2007"	"Male"	"M"	435	2407435	18.1
	"Colorado"	"08"	"2008"	"2008"	"Female"	"F"	62	2439060	2.5
	"Colorado"	"08"	"2008"	"2008"	"Male"	"M"	446	2450670	18.2
	"Colorado"	"08"	"2009"	"2009"	"Female"	"F"	86	2480710	3.5
	"Colorado"	"08"	"2009"	"2009"	"Male"	"M"	489	2491485	19.6
	"Colorado"	"08"	"2010"	"2010"	"Female"	"F"	80	2508534	3.2
	"Colorado"	"08"	"2010"	"2010"	"Male"	"M"	458	2520662	18.2
	"Colorado"	"08"	"2011"	"2011"	"Female"	"F"	79	2553383	3.1
	"Colorado"	"08"	"2011"	"2011"	"Male"	"M"	482	2564977	18.8
	"Colorado"	"08"	"2012"	"2012"	"Female"	"F"	94	2588054	3.6
	"Colorado"	"08"	"2012"	"2012"	"Male"	"M"	572	2601813	22.0
	"Colorado"	"08"	"2013"	"2013"	"Female"	"F"	97	2626139	3.7
	"Colorado"	"08"	"2013"	"2013"	"Male"	"M"	514	2641464	19.5
	"Colorado"	"08"	"2014"	"2014"	"Female"	"F"	101	2664922	3.8
	"Colorado"	"08"	"2014"	"2014"	"Male"	"M"	552	2684726	20.6
	"Colorado"	"08"	"2015"	"2015"	"Female"	"F"	100	2711233	3.7
	"Colorado"	"08"	"2015"	"2015"	"Male"	"M"	589	2737586	21.5
	"Colorado"	"08"	"2016"	"2016"	"Female"	"F"	125	2754727	4.5
	"Colorado"	"08"	"2016"	"2016"	"Male"	"M"	668	2785818	24.0
	"Connecticut"	"09"	"1999"	"1999"	"Female"	"F"	13	1747148	0.7 (Unreliable)
	"Connecticut"	"09"	"1999"	"1999"	"Male"	"M"	184	1639253	11.2
	"Connecticut"	"09"	"2000"	"2000"	"Female"	"F"	18	1756246	1.0 (Unreliable)
	"Connecticut"	"09"	"2000"	"2000"	"Male"	"M"	161	1649319	9.8
	"Connecticut"	"09"	"2001"	"2001"	"Female"	"F"	14	1768959	0.8 (Unreliable)
	"Connecticut"	"09"	"2001"	"2001"	"Male"	"M"	177	1663876	10.6
	"Connecticut"	"09"	"2002"	"2002"	"Female"	"F"	11	1780500	0.6 (Unreliable)
	"Connecticut"	"09"	"2002"	"2002"	"Male"	"M"	135	1678249	8.0
	"Connecticut"	"09"	"2003"	"2003"	"Female"	"F"	22	1793468	1.2
	"Connecticut"	"09"	"2003"	"2003"	"Male"	"M"	131	1690868	7.7
	"Connecticut"	"09"	"2004"	"2004"	"Female"	"F"	20	1798078	1.1
	"Connecticut"	"09"	"2004"	"2004"	"Male"	"M"	152	1698016	9.0
	"Connecticut"	"09"	"2005"	"2005"	"Female"	"F"	17	1802068	0.9 (Unreliable)
	"Connecticut"	"09"	"2005"	"2005"	"Male"	"M"	170	1704888	10.0
	"Connecticut"	"09"	"2006"	"2006"	"Female"	"F"	19	1807675	1.1 (Unreliable)
	"Connecticut"	"09"	"2006"	"2006"	"Male"	"M"	154	1709785	9.0
	"Connecticut"	"09"	"2007"	"2007"	"Female"	"F"	19	1811617	1.0 (Unreliable)
	"Connecticut"	"09"	"2007"	"2007"	"Male"	"M"	130	1715653	7.6
	"Connecticut"	"09"	"2008"	"2008"	"Female"	"F"	21	1820749	1.2
	"Connecticut"	"09"	"2008"	"2008"	"Male"	"M"	178	1724830	10.3
	"Connecticut"	"09"	"2009"	"2009"	"Female"	"F"	22	1828779	1.2
	"Connecticut"	"09"	"2009"	"2009"	"Male"	"M"	151	1733028	8.7
	"Connecticut"	"09"	"2010"	"2010"	"Female"	"F"	18	1834483	1.0 (Unreliable)
	"Connecticut"	"09"	"2010"	"2010"	"Male"	"M"	191	1739614	11.0
	"Connecticut"	"09"	"2011"	"2011"	"Female"	"F"	17	1841018	0.9 (Unreliable)
	"Connecticut"	"09"	"2011"	"2011"	"Male"	"M"	193	1748875	11.0
	"Connecticut"	"09"	"2012"	"2012"	"Female"	"F"	42	1842402	2.3
	"Connecticut"	"09"	"2012"	"2012"	"Male"	"M"	185	1751393	10.6
	"Connecticut"	"09"	"2013"	"2013"	"Male"	"M"	149	1753298	8.5
	"Connecticut"	"09"	"2014"	"2014"	"Female"	"F"	16	1839703	0.9 (Unreliable)
	"Connecticut"	"09"	"2014"	"2014"	"Male"	"M"	171	1752170	9.8
	"Connecticut"	"09"	"2015"	"2015"	"Female"	"F"	22	1835498	1.2
	"Connecticut"	"09"	"2015"	"2015"	"Male"	"M"	164	1749232	9.4
	"Connecticut"	"09"	"2016"	"2016"	"Female"	"F"	15	1830837	0.8 (Unreliable)
	"Connecticut"	"09"	"2016"	"2016"	"Male"	"M"	154	1745615	8.8
	"Delaware"	"10"	"1999"	"1999"	"Male"	"M"	56	376258	14.9
	"Delaware"	"10"	"2000"	"2000"	"Male"	"M"	43	380541	11.3
	"Delaware"	"10"	"2001"	"2001"	"Female"	"F"	17	409349	4.2 (Unreliable)
	"Delaware"	"10"	"2001"	"2001"	"Male"	"M"	58	386350	15.0
	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	66	391517	16.9
	"Delaware"	"10"	"2003"	"2003"	"Male"	"M"	56	397201	14.1
	"Delaware"	"10"	"2004"	"2004"	"Female"	"F"	11	427320	2.6 (Unreliable)
	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	63	403483	15.6
	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	67	409923	16.3
	"Delaware"	"10"	"2006"	"2006"	"Female"	"F"	11	442766	2.5 (Unreliable)
	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	65	416502	15.6
	"Delaware"	"10"	"2007"	"2007"	"Female"	"F"	13	449398	2.9 (Unreliable)
	"Delaware"	"10"	"2007"	"2007"	"Male"	"M"	65	422351	15.4
	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	90	428393	21.0
	"Delaware"	"10"	"2009"	"2009"	"Male"	"M"	65	431935	15.0
	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	80	434939	18.4
	"Delaware"	"10"	"2011"	"2011"	"Female"	"F"	13	468363	2.8 (Unreliable)
	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	64	439561	14.6
	"Delaware"	"10"	"2012"	"2012"	"Female"	"F"	12	472858	2.5 (Unreliable)
	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	80	444135	18.0
	"Delaware"	"10"	"2013"	"2013"	"Female"	"F"	16	477451	3.4 (Unreliable)
	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	83	447944	18.5
	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	95	452614	21.0
	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	16	486960	3.3 (Unreliable)
	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	94	457116	20.6
	"Delaware"	"10"	"2016"	"2016"	"Female"	"F"	14	491395	2.8 (Unreliable)
	"Delaware"	"10"	"2016"	"2016"	"Male"	"M"	97	460670	21.1
	"District of Columbia"	"11"	"1999"	"1999"	"Female"	"F"	12	301797	4.0 (Unreliable)
	"District of Columbia"	"11"	"1999"	"1999"	"Male"	"M"	147	268416	54.8
	"District of Columbia"	"11"	"2000"	"2000"	"Female"	"F"	13	302693	4.3 (Unreliable)
	"District of Columbia"	"11"	"2000"	"2000"	"Male"	"M"	135	269366	50.1
	"District of Columbia"	"11"	"2001"	"2001"	"Male"	"M"	160	270764	59.1
	"District of Columbia"	"11"	"2002"	"2002"	"Female"	"F"	22	303146	7.3
	"District of Columbia"	"11"	"2002"	"2002"	"Male"	"M"	173	270012	64.1
	"District of Columbia"	"11"	"2003"	"2003"	"Male"	"M"	159	267895	59.4
	"District of Columbia"	"11"	"2004"	"2004"	"Female"	"F"	10	300284	3.3 (Unreliable)
	"District of Columbia"	"11"	"2004"	"2004"	"Male"	"M"	133	267470	49.7
	"District of Columbia"	"11"	"2005"	"2005"	"Female"	"F"	10	299613	3.3 (Unreliable)
	"District of Columbia"	"11"	"2005"	"2005"	"Male"	"M"	143	267523	53.5
	"District of Columbia"	"11"	"2006"	"2006"	"Male"	"M"	126	269359	46.8
	"District of Columbia"	"11"	"2007"	"2007"	"Female"	"F"	12	302949	4.0 (Unreliable)
	"District of Columbia"	"11"	"2007"	"2007"	"Male"	"M"	129	271455	47.5
	"District of Columbia"	"11"	"2008"	"2008"	"Male"	"M"	125	273971	45.6
	"District of Columbia"	"11"	"2009"	"2009"	"Male"	"M"	101	280400	36.0
	"District of Columbia"	"11"	"2010"	"2010"	"Male"	"M"	93	284222	32.7
	"District of Columbia"	"11"	"2011"	"2011"	"Male"	"M"	79	293749	26.9
	"District of Columbia"	"11"	"2012"	"2012"	"Male"	"M"	61	300894	20.3
	"District of Columbia"	"11"	"2013"	"2013"	"Male"	"M"	64	308021	20.8
	"District of Columbia"	"11"	"2014"	"2014"	"Female"	"F"	11	345936	3.2 (Unreliable)
	"District of Columbia"	"11"	"2014"	"2014"	"Male"	"M"	70	313069	22.4
	"District of Columbia"	"11"	"2015"	"2015"	"Male"	"M"	108	318036	34.0
	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	97	323230	30.0
	"Florida"	"12"	"1999"	"1999"	"Female"	"F"	303	8073847	3.8
	"Florida"	"12"	"1999"	"1999"	"Male"	"M"	1406	7685574	18.3
	"Florida"	"12"	"2000"	"2000"	"Female"	"F"	267	8184663	3.3
	"Florida"	"12"	"2000"	"2000"	"Male"	"M"	1410	7797715	18.1
	"Florida"	"12"	"2001"	"2001"	"Female"	"F"	285	8372776	3.4
	"Florida"	"12"	"2001"	"2001"	"Male"	"M"	1522	7984190	19.1
	"Florida"	"12"	"2002"	"2002"	"Female"	"F"	304	8541734	3.6
	"Florida"	"12"	"2002"	"2002"	"Male"	"M"	1570	8147636	19.3
	"Florida"	"12"	"2003"	"2003"	"Female"	"F"	289	8697573	3.3
	"Florida"	"12"	"2003"	"2003"	"Male"	"M"	1643	8306512	19.8
	"Florida"	"12"	"2004"	"2004"	"Female"	"F"	324	8902447	3.6
	"Florida"	"12"	"2004"	"2004"	"Male"	"M"	1555	8512871	18.3
	"Florida"	"12"	"2005"	"2005"	"Female"	"F"	289	9117950	3.2
	"Florida"	"12"	"2005"	"2005"	"Male"	"M"	1535	8724088	17.6
	"Florida"	"12"	"2006"	"2006"	"Female"	"F"	331	9280080	3.6
	"Florida"	"12"	"2006"	"2006"	"Male"	"M"	1734	8886910	19.5
	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	339	9378587	3.6
	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	1912	8989255	21.3
	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	352	9465279	3.7
	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	1964	9062026	21.7
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	388	9534289	4.1
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	1918	9118355	21.0
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	379	9611955	3.9
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	1872	9189355	20.4
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	364	9760894	3.7
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	1991	9336058	21.3
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	426	9889174	4.3
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	2023	9454982	21.4
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	411	10009629	4.1
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	2004	9572393	20.9
